dataset,annotation,turcot2018_s21_mendelian_obesity_genes.mapped,turcot2018_table1_rare_variants.mapped,yazdi2015_table1_mouse_obesity_genes.mapped,human_psd_genes.pers_hmg2016_table_s12,mouse_psd_genes.pers_hmg2016_table_s13,combined_rare_mendelian_obesity,locke_nearest,locke_associated
Mousebrain,ENT8,0.183557344778616,0.0192225988454218,3.99080794068093e-4,3.6596420539042e-5,6.2231061882629e-5,0.114328295922356,0.0155230074494215,0.13782501678707
Mousebrain,ENT9,0.935563136681,0.0678593268745499,0.138428844403038,0.143236414053489,0.915562966163673,0.664754456004744,0.436684279534731,0.622059926238175
Mousebrain,ENTG1,0.596578161767958,0.915578952438039,0.838208426480461,0.999981953855805,0.999999971329134,0.771776315651307,0.633561316542298,0.901645722020942
Mousebrain,ENTG2,0.984419013222306,0.914361733691246,0.0304850517037403,0.991784053794474,0.99947648673075,0.992483918818843,0.752663861933594,0.841988297758367
Mousebrain,ENTG3,0.988898412332947,0.7676362571447,0.483415686629266,0.990492464626167,0.998749459300529,0.987248974265246,0.575733627125912,0.772025592512196
Mousebrain,ENTG4,0.979109860039189,0.859027956813074,0.280429895010641,0.998610994719783,0.999893554483712,0.984801101542207,0.913320885817919,0.918043987940219
Mousebrain,ENTG5,0.968259994610409,0.901454454150049,0.127241801015958,0.941493373178058,0.990668608270117,0.983691217127638,0.787791230614266,0.850138210028675
Mousebrain,ENTG6,0.724490121220097,0.886729990228989,0.238202302075079,0.896552917512841,0.973088240459126,0.837700666014463,0.886041466402458,0.908562152579088
Mousebrain,ENTG7,0.825973355950201,0.799745630578772,0.465183523731952,0.995293252531897,0.999702220979317,0.861422233100662,0.949991688585816,0.879008118162303
Mousebrain,EPEN,0.00273488896781258,0.779790853795025,0.160053471995965,0.99999999926313,1,0.011267699529637,0.91668952776652,0.870216573016488
Mousebrain,EPMB,0.0221146239282515,0.689526102213801,0.501269893940533,0.999989351172578,0.999999999995389,0.0497742717713559,0.588114540232324,0.590393757580181
Mousebrain,EPSC,0.00127468404554683,0.873212779734457,0.0620650979602134,0.999999999975322,1,0.0121644682213805,0.929302668875196,0.758534499106132
